Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1.0,31-12-2010,0.4990114786113668,0.00032971258418056017,48.43,2.943,0.8435498529572457,7.838
1.0,07-01-2011,0.527263543655049,0.0,48.27,2.976,0.843547972931119,7.742
1.0,14-01-2011,0.5076587255728854,0.0,35.4,2.983,0.8440685780629373,7.742
1.0,21-01-2011,0.4844444133015405,0.0,44.04,3.016,0.8477240862348492,7.742
1.0,28-01-2011,0.4806101464201265,0.0,43.83,3.01,0.8513795944067614,7.742
1.0,04-02-2011,0.58634891926794,0.0,42.27,2.989,0.8550351035671206,7.742
1.0,11-02-2011,0.6020366765721172,0.00032971258418056017,36.39,3.022,0.8586906117390328,7.742
1.0,18-02-2011,0.6156232002541698,0.0,57.36,3.045,0.8617664679227987,7.742
1.0,25-02-2011,0.5316678315146759,0.0,62.9,3.065,0.8646104641020635,7.742
1.0,04-03-2011,0.5971639605095083,0.0,59.58,3.288,0.8674544602813287,7.742
1.0,11-03-2011,0.5668464238728167,0.0,53.56,3.459,0.8702984564605936,7.742
1.0,18-03-2011,0.5754690290116404,0.0,62.76,3.488,0.8727859326695153,7.742
1.0,25-03-2011,0.5624343807002119,0.0,69.97,3.473,0.8751308006926105,7.742
1.0,01-04-2011,0.5456326757868052,0.0,59.17,3.524,0.8774756687157055,7.682
1.0,08-04-2011,0.5891334488820223,0.0,67.84,3.622,0.8798205367388003,7.682
1.0,15-04-2011,0.5692906686012248,0.0,71.27,3.743,0.881970035253989,7.682
1.0,22-04-2011,0.5710901968263762,0.0,72.99,3.807,0.883631112470529,7.682
1.0,29-04-2011,0.5310439065493179,0.0,72.03,3.81,0.8852921886986217,7.682
1.0,06-05-2011,0.59465593608717,0.0,64.61,3.906,0.8869532649267148,7.682
1.0,13-05-2011,0.5856722910203639,0.0,75.64,3.899,0.8886143411548075,7.682
1.0,20-05-2011,0.521236658192938,0.0,67.63,3.907,0.8863396044323022,7.682
1.0,27-05-2011,0.5350423561436429,0.0,77.72,3.786,0.884064867709797,7.682
1.0,03-06-2011,0.5967314877622711,0.0,83,3.699,0.8817901299988448,7.682
1.0,10-06-2011,0.5798960390259027,0.0,83.13,3.648,0.8795153932763394,7.682
1.0,17-06-2011,0.5591543322063312,0.0,86.41,3.637,0.8790660126674541,7.682
1.0,24-06-2011,0.525109526460407,0.0,83.58,3.594,0.8799856498851186,7.682
1.0,01-07-2011,0.5432507326809125,0.0,85.55,3.524,0.8809052871027833,7.962
1.0,08-07-2011,0.5601524063157735,0.0,85.83,3.48,0.8818249243204479,7.962
1.0,15-07-2011,0.5310545924582116,0.0,88.54,3.575,0.8826545604766389,7.962
1.0,22-07-2011,0.5098166587443863,0.0,85.77,3.651,0.8832591905195823,7.962
1.0,29-07-2011,0.4935005641579615,0.0,86.83,3.682,0.8838638215509724,7.962
1.0,05-08-2011,0.5928284084449993,0.0,91.65,3.684,0.8844684525823628,7.962
1.0,12-08-2011,0.5566114034012539,0.0,90.76,3.638,0.8850730836137529,7.962
1.0,19-08-2011,0.5586603899360415,0.0,89.94,3.554,0.8857009737906686,7.962
1.0,26-08-2011,0.5345484941636525,0.0,87.96,3.523,0.8863327406565797,7.962
1.0,02-09-2011,0.5657652748507553,0.0,87.83,3.533,0.8869645075224906,7.962
1.0,09-09-2011,0.5622040424304303,0.00032971258418056017,76,3.546,0.8875962743884017,7.962
1.0,16-09-2011,0.5526380153289143,0.0,79.94,3.526,0.8893754453175977,7.962
1.0,23-09-2011,0.5036465134913888,0.0,75.8,3.467,0.892684488990138,7.962
1.0,30-09-2011,0.5089535416789953,0.0,79.69,3.355,0.8959935316742316,7.962
1.0,07-10-2011,0.5952393801435629,0.0,69.31,3.285,0.899302574358325,7.866
1.0,14-10-2011,0.545071074341317,0.0,71.74,3.274,0.9023658199357156,7.866
1.0,21-10-2011,0.5483691261099837,0.0,63.71,3.353,0.9039542828728906,7.866
1.0,28-10-2011,0.5274521565162301,0.0,66.57,3.372,0.9055427458100652,7.866
1.0,04-11-2011,0.6194139242465773,0.0,54.98,3.332,0.90713120874724,7.866
1.0,11-11-2011,0.5820823329207688,0.0,59.11,3.297,0.908719671684415,7.866
1.0,18-11-2011,0.5618436338761632,0.0,62.25,3.308,0.9109182139726492,7.866
1.0,25-11-2011,0.7420723484571241,0.00032971258418056017,60.14,3.236,0.9133607880013072,7.866
1.0,02-12-2011,0.5781207584710689,0.0,48.91,3.172,0.9158033610415184,7.866
1.0,09-12-2011,0.6568046785741193,0.0,43.93,3.158,0.9182459350701764,7.866
1.0,16-12-2011,0.6865465009204825,0.0,51.63,3.159,0.9203968717756984,7.866
1.0,23-12-2011,0.8285188441605623,0.0,47.96,3.112,0.922158959376004,7.866
1.0,30-12-2011,0.5465078290979378,0.00032971258418056017,44.55,3.129,0.923921045987863,7.866
1.0,06-01-2012,0.5658166241465664,0.0,49.01,3.157,0.9256831335881684,7.348
1.0,13-01-2012,0.5326900328589873,0.0,48.53,3.261,0.9274452202000272,7.348
1.0,20-01-2012,0.5088922327365409,0.0,54.11,3.268,0.9283660870457158,7.348
1.0,27-01-2012,0.4814956316329252,0.0,54.26,3.29,0.9292869538914044,7.348
1.0,03-02-2012,0.5971917847476934,0.0,56.55,3.36,0.9302078207370932,7.348
1.0,10-02-2012,0.6578247485759465,0.00032971258418056017,48.02,3.409,0.9311286875827818,7.348
1.0,17-02-2012,0.6641722696978152,0.0,45.32,3.51,0.9327159386839778,7.348
1.0,24-02-2012,0.561808645553566,0.0,57.25,3.555,0.9348029792123632,7.348
1.0,02-03-2012,0.6161990933728916,0.0,60.96,3.63,0.9368900197407488,7.348
1.0,09-03-2012,0.6114584621513628,0.0,58.76,3.669,0.9389770592806872,7.348
1.0,16-03-2012,0.6122035634258052,0.0,64.74,3.734,0.9404856715182688,7.348
1.0,23-03-2012,0.5514731819178728,0.0,65.93,3.787,0.9412230470232256,7.348
1.0,30-03-2012,0.6020329175262974,0.0,67.61,3.845,0.9419604215397348,7.348
1.0,06-04-2012,0.6932982618007897,0.0,70.43,3.891,0.9426977960562448,7.143
1.0,13-04-2012,0.5916050580041754,0.0,69.07,3.891,0.9434351705727542,7.143
1.0,20-04-2012,0.5553087954865756,0.0,66.76,3.877,0.9439675797382242,7.143
1.0,27-04-2012,0.5360940495746247,0.0,67.23,3.814,0.9444999879152476,7.143
1.0,04-05-2012,0.614775484327963,0.0,75.55,3.749,0.9450323970807176,7.143
1.0,11-05-2012,0.5879789838682372,0.0,73.77,3.688,0.945564806246188,7.143
1.0,18-05-2012,0.5824337781580131,0.0,70.33,3.63,0.9457329489824526,7.143
1.0,25-05-2012,0.5676686403299522,0.0,77.22,3.561,0.9457553867285504,7.143
1.0,01-06-2012,0.5928626522575505,0.0,77.95,3.501,0.9457778234862012,7.143
1.0,08-06-2012,0.6194144278857259,0.0,78.3,3.452,0.9458002612322992,7.143
1.0,15-06-2012,0.5950996202798039,0.0,79.35,3.393,0.9459303230608034,7.143
1.0,22-06-2012,0.5575963172007677,0.0,78.39,3.346,0.9463294480606644,7.143
1.0,29-06-2012,0.5621858858741645,0.0,84.88,3.286,0.9467285720720788,7.143
1.0,06-07-2012,0.645918693554209,0.0,81.57,3.227,0.947127696083493,6.908
1.0,13-07-2012,0.5572927578277977,0.0,77.12,3.256,0.9475268210833542,6.908
1.0,20-07-2012,0.546687402001356,0.0,80.42,3.311,0.947611519126862,6.908
1.0,27-07-2012,0.5252166629158322,0.0,82.66,3.407,0.9476962161819232,6.908
1.0,03-08-2012,0.5952926053127251,0.0,86.11,3.417,0.9477809142254312,6.908
1.0,10-08-2012,0.5811593886338972,0.0,85.05,3.494,0.947865611280492,6.908
1.0,17-08-2012,0.5831513471589943,0.0,84.85,3.571,0.94865615139389,6.908
1.0,24-08-2012,0.5452887522907597,0.0,77.66,3.62,0.9499760720712584,6.908
1.0,31-08-2012,0.5773906459356384,0.0,80.49,3.638,0.9512959927486264,6.908
1.0,07-09-2012,0.6064717667101128,0.00032971258418056017,83.96,3.73,0.9526159134259948,6.908
1.0,14-09-2012,0.5537945934373885,0.0,74.97,3.717,0.9540294321233412,6.908
1.0,21-09-2012,0.5496695661865871,0.0,69.87,3.721,0.956004539929001,6.908
1.0,28-09-2012,0.5244632296980823,0.0,76.08,3.666,0.9579796477346612,6.908
1.0,05-10-2012,0.6097631726317522,0.0,68.55,3.617,0.9599547555403212,6.573
1.0,12-10-2012,0.5741021779090328,0.0,62.99,3.601,0.9619298633459814,6.573
1.0,19-10-2012,0.5503785696724818,0.0,67.97,3.594,0.962368998702078,6.573
1.0,26-10-2012,0.5451199090909439,0.0,69.16,3.506,0.9625521381556909,6.573
2.0,05-02-2010,0.7799068891649537,0.0,40.19,2.572,0.8371019485029649,8.324
2.0,12-02-2010,0.7802061676051599,0.00032971258418056017,38.49,2.548,0.8385390337528427,8.324
2.0,19-02-2010,0.7753311012265237,0.0,39.69,2.514,0.8390052545326648,8.324
2.0,26-02-2010,0.6806782289441746,0.0,46.1,2.561,0.8393096645674782,8.324
2.0,05-03-2010,0.7266319655643665,0.0,47.17,2.625,0.8396140755907383,8.324
2.0,12-03-2010,0.7264387761561387,0.0,57.56,2.667,0.8399184856255517,8.324
2.0,19-03-2010,0.710230026050005,0.0,54.52,2.72,0.8382952639508644,8.324
2.0,26-03-2010,0.6387449925540784,0.0,51.26,2.732,0.8363507703245939,8.324
2.0,02-04-2010,0.7540673760789031,0.0,63.27,2.719,0.8344062766983232,8.2
2.0,09-04-2010,0.7133753364733774,0.0,65.41,2.77,0.8324617830720528,8.2
2.0,16-04-2010,0.6842769386863677,0.0,68.07,2.808,0.8311410301223401,8.2
2.0,23-04-2010,0.6649463156250706,0.0,65.11,2.795,0.8306519317375207,8.2
2.0,30-04-2010,0.6578148436726892,0.0,66.98,2.78,0.830162833352701,8.2
2.0,07-05-2010,0.7454522233396562,0.0,71.28,2.835,0.8296737349678813,8.2
2.0,14-05-2010,0.6863916464804993,0.0,73.31,2.854,0.8296476073492646,8.2
2.0,21-05-2010,0.6922983629118232,0.0,74.83,2.826,0.8323993033394163,8.2
2.0,28-05-2010,0.7142602377567283,0.0,81.13,2.759,0.835150999329568,8.2
2.0,04-06-2010,0.7673343297724403,0.0,81.81,2.705,0.8379026963081669,8.2
2.0,11-06-2010,0.7392322981012384,0.0,83.4,2.668,0.8406543922983186,8.2
2.0,18-06-2010,0.7305091950548984,0.0,85.81,2.637,0.8406311885058231,8.2
2.0,25-06-2010,0.707987813611399,0.0,86.26,2.653,0.8394980240095113,8.2
2.0,02-07-2010,0.7313499366737637,0.0,82.74,2.669,0.8383648605016462,8.099
2.0,09-07-2010,0.6864464847547608,0.0,82.59,2.642,0.8372316960053344,8.099
2.0,16-07-2010,0.6736646961420018,0.0,85.32,2.623,0.8371532498888778,8.099
2.0,23-07-2010,0.650248366179091,0.0,87.66,2.608,0.838481094945562,8.099
2.0,30-07-2010,0.6584702570335167,0.0,83.49,2.64,0.8398089400022459,8.099
2.0,06-08-2010,0.7269592762676236,0.0,89.53,2.627,0.8411367850589299,8.099
2.0,13-08-2010,0.6918107635751598,0.0,89.05,2.692,0.8424646291271671,8.099
2.0,20-08-2010,0.7168957084305962,0.0,88.7,2.664,0.8421139014560366,8.099
2.0,27-08-2010,0.6802195596620879,0.0,87.12,2.619,0.8417631737849063,8.099
2.0,03-09-2010,0.6950979360083032,0.0,81.83,2.577,0.8414124451253289,8.099
2.0,10-09-2010,0.6712008934266532,0.00032971258418056017,79.09,2.565,0.8410617174541987,8.099
2.0,17-09-2010,0.6546956786903396,0.0,82.05,2.582,0.8413328593295223,8.099
2.0,24-09-2010,0.6293873078299591,0.0,81.79,2.624,0.8420704018820159,8.099
2.0,01-10-2010,0.6669351428285041,0.0,69.24,2.603,0.8428079454229563,8.163
2.0,08-10-2010,0.6751397201748043,0.0,63.19,2.633,0.8435454889638968,8.163
2.0,15-10-2010,0.6548605986141783,0.0,65.8,2.72,0.844206147146138,8.163
2.0,22-10-2010,0.6342742206772665,0.0,68.5,2.725,0.844674593908525,8.163
2.0,29-10-2010,0.6579260895316029,0.0,66.24,2.716,0.8451430416593586,8.163
2.0,05-11-2010,0.7076718785836957,0.0,57.85,2.689,0.8456114884217456,8.163
2.0,12-11-2010,0.6995520950923265,0.0,59.69,2.728,0.8460799351841324,8.163
2.0,19-11-2010,0.7141234814800661,0.0,50.81,2.771,0.8449544192904331,8.163
2.0,26-11-2010,0.9703174610908192,0.00032971258418056017,62.98,2.735,0.8435632424598292,8.163
2.0,03-12-2010,0.7356712445093068,0.0,49.33,2.708,0.8421720656292253,8.163
2.0,10-12-2010,0.8681302675796475,0.0,45.5,2.843,0.8407808887986215,8.163
2.0,17-12-2010,0.952230779282497,0.0,47.55,2.869,0.8401853149067683,8.163
2.0,24-12-2010,0.3806410229534556,0.0,49.97,2.886,0.8401864427247552,8.163
2.0,31-12-2010,0.6388313922149905,0.00032971258418056017,47.3,2.943,0.8401875705427417,8.163
2.0,07-01-2011,0.6416109839756803,0.0,44.69,2.976,0.8401886983607283,8.028
2.0,14-01-2011,0.636553713361552,0.0,33.02,2.983,0.8407104322989803,8.028
2.0,21-01-2011,0.6391782280591565,0.0,41.4,3.016,0.8443558029588227,8.028
2.0,28-01-2011,0.6187358726709722,0.0,42.83,3.01,0.8480011726302185,8.028
2.0,04-02-2011,0.7041262662760981,0.0,38.25,2.989,0.8516465432900608,8.028
2.0,11-02-2011,0.7912395546654767,0.00032971258418056017,33.19,3.022,0.8552919139499034,8.028
2.0,18-02-2011,0.7594311695079486,0.0,57.83,3.045,0.858360538655676,8.028
2.0,25-02-2011,0.6691506623922301,0.0,60.8,3.065,0.8611984637936838,8.028
2.0,04-03-2011,0.7231994275447658,0.0,57.77,3.288,0.864036388931692,8.028
2.0,11-03-2011,0.6857912757692398,0.0,52.7,3.459,0.8668743150581472,8.028
2.0,18-03-2011,0.694349619472339,0.0,62.32,3.488,0.8693551558225948,8.028
2.0,25-03-2011,0.6445712362083847,0.0,69.42,3.473,0.8716931640237552,8.028
2.0,01-04-2011,0.6569831347124688,0.0,55.43,3.524,0.8740311722249156,7.931
2.0,08-04-2011,0.6742752016787387,0.0,67,3.622,0.876369179437629,7.931
2.0,15-04-2011,0.6775288675102585,0.0,69.48,3.743,0.8785125169628868,7.931
2.0,22-04-2011,0.6884307427102657,0.0,69.39,3.807,0.8801691797752823,7.931
2.0,29-04-2011,0.6370470242581262,0.0,69.21,3.81,0.881825842587678,7.931
2.0,06-05-2011,0.6706953455585897,0.0,61.48,3.906,0.8834825054000738,7.931
2.0,13-05-2011,0.670976168178688,0.0,74.61,3.899,0.8851391682124692,7.931
2.0,20-05-2011,0.6161484009977091,0.0,67.14,3.907,0.8828756671666115,7.931
2.0,27-05-2011,0.6560930802517414,0.0,76.42,3.786,0.8806121671092003,7.931
2.0,03-06-2011,0.7057357145173309,0.0,83.07,3.699,0.8783486660633425,7.931
2.0,10-06-2011,0.7040558042395503,0.0,83.4,3.648,0.8760851650174845,7.931
2.0,17-06-2011,0.7130405916183387,0.0,86.53,3.637,0.8756390097110448,7.931
2.0,24-06-2011,0.6536089129969027,0.0,85.17,3.594,0.8765558634620567,7.931
2.0,01-07-2011,0.6810963698730287,0.0,85.69,3.524,0.8774727172130689,7.852
2.0,08-07-2011,0.6763223780322383,0.0,87.7,3.48,0.878389571952528,7.852
2.0,15-07-2011,0.6515146098874108,0.0,89.83,3.575,0.879218065464028,7.852
2.0,22-07-2011,0.6364160629429229,0.0,89.34,3.651,0.8798256598594183,7.852
2.0,29-07-2011,0.6133788236270481,0.0,90.07,3.682,0.8804332552432556,7.852
2.0,05-08-2011,0.6849142684821106,0.0,93.34,3.684,0.8810408496386459,7.852
2.0,12-08-2011,0.6615804477501662,0.0,91.58,3.638,0.881648444034036,7.852
2.0,19-08-2011,0.6730131768606789,0.0,89.86,3.554,0.8822771911944701,7.852
2.0,26-08-2011,0.6646357308509323,0.0,90.45,3.523,0.8829094641452272,7.852
2.0,02-09-2011,0.6602488842339979,0.0,89.64,3.533,0.883541736107537,7.852
2.0,09-09-2011,0.6379431260381968,0.00032971258418056017,77.97,3.546,0.884174009058294,7.852
2.0,16-09-2011,0.6173008076601908,0.0,78.85,3.526,0.8859493418479263,7.852
2.0,23-09-2011,0.6092207788155359,0.0,75.58,3.467,0.8892487560701368,7.852
2.0,30-09-2011,0.6023211633495003,0.0,78.14,3.355,0.8925481693039007,7.852
2.0,07-10-2011,0.6706259418941659,0.0,69.92,3.285,0.8958475835261112,7.441
2.0,14-10-2011,0.6364400697423434,0.0,71.67,3.274,0.8989018352245706,7.441
2.0,21-10-2011,0.6695773578874935,0.0,64.53,3.353,0.9004851107920747,7.441
2.0,28-10-2011,0.6457150810053388,0.0,65.87,3.372,0.902068387348026,7.441
2.0,04-11-2011,0.7152069370234462,0.0,55.53,3.332,0.9036516629155305,7.441
2.0,11-11-2011,0.7009799522239873,0.0,59.33,3.297,0.9052349394714816,7.441
2.0,18-11-2011,0.6944243770398867,0.0,62.01,3.308,0.9074241824506722,7.441
2.0,25-11-2011,0.9540685329891214,0.00032971258418056017,56.36,3.236,0.9098558123945374,7.441
2.0,02-12-2011,0.7134712432356106,0.0,48.74,3.172,0.9122874413499557,7.441
2.0,09-12-2011,0.8359494668185831,0.0,41.76,3.158,0.9147190712938212,7.441
2.0,16-12-2011,0.8878415250514583,0.0,50.13,3.159,0.9168615874196512,7.441
2.0,23-12-2011,0.3806410229534556,0.0,46.66,3.112,0.9186186181252856,7.441
2.0,30-12-2011,0.6840100026384486,0.00032971258418056017,44.57,3.129,0.9203756498193671,7.441
2.0,06-01-2012,0.6567454681281178,0.0,46.75,3.157,0.9221326805250016,7.057
2.0,13-01-2012,0.6367478334073372,0.0,45.99,3.261,0.923889712219083,7.057
2.0,20-01-2012,0.624720211573697,0.0,51.7,3.268,0.9248091843661044,7.057
2.0,27-01-2012,0.6061574703344222,0.0,50.5,3.29,0.925728656513126,7.057
2.0,03-02-2012,0.7062991078963118,0.0,55.21,3.36,0.9266481276717004,7.057
2.0,10-02-2012,0.767619999006955,0.00032971258418056017,46.98,3.409,0.927567599818722,7.057
2.0,17-02-2012,0.8016943917280845,0.0,43.82,3.51,0.929152001227319,7.057
2.0,24-02-2012,0.679475856168761,0.0,54.63,3.555,0.9312351008176566,7.057
2.0,02-03-2012,0.7125966848026027,0.0,58.79,3.63,0.933318199419547,7.057
2.0,09-03-2012,0.7071488420286722,0.0,57.11,3.669,0.9354012980214372,7.057
2.0,16-03-2012,0.7211828089491785,0.0,63.68,3.734,0.9369078256243702,7.057
2.0,23-03-2012,0.6534313108553705,0.0,64.01,3.787,0.937645592554325,7.057
2.0,30-03-2012,0.677898567841863,0.0,66.83,3.845,0.9383833594842794,7.057
2.0,06-04-2012,0.7770041941280018,0.0,68.43,3.891,0.9391211264142338,6.891
2.0,13-04-2012,0.7065068261991113,0.0,68.08,3.891,0.9398588933441886,6.891
2.0,20-04-2012,0.6741992324575868,0.0,65.69,3.877,0.9403897348327726,6.891
2.0,27-04-2012,0.6438307552756976,0.0,67.2,3.814,0.9409205763213568,6.891
2.0,04-05-2012,0.7021594678110807,0.0,76.73,3.749,0.941451417809941,6.891
2.0,11-05-2012,0.6998105751119305,0.0,73.87,3.688,0.9419822592985252,6.891
2.0,18-05-2012,0.7302550799079164,0.0,71.27,3.63,0.9421513805972852,6.891
2.0,25-05-2012,0.6980843701776208,0.0,78.19,3.561,0.9421758140178046,6.891
2.0,01-06-2012,0.6970994563781071,0.0,78.38,3.501,0.942200247438324,6.891
2.0,08-06-2012,0.733640345189163,0.0,78.69,3.452,0.9422246808588436,6.891
2.0,15-06-2012,0.7163807811957783,0.0,80.56,3.393,0.9423555848441616,6.891
2.0,22-06-2012,0.6889393489088118,0.0,81.04,3.346,0.942752664747253,6.891
2.0,29-06-2012,0.6864988559271056,0.0,86.32,3.286,0.943149744650344,6.891
2.0,06-07-2012,0.7450601475615259,0.0,84.2,3.227,0.9435468245534354,6.565
2.0,13-07-2012,0.6678966921509899,0.0,80.17,3.256,0.9439439034680798,6.565
2.0,20-07-2012,0.6640979865729437,0.0,83.23,3.311,0.9440272680966324,6.565
2.0,27-07-2012,0.6415646674217967,0.0,86.37,3.407,0.9441106317367384,6.565
2.0,03-08-2012,0.7102423469613524,0.0,90.22,3.417,0.9441939953768438,6.565
2.0,10-08-2012,0.6812704392414018,0.0,88.55,3.494,0.9442773600053964,6.565
2.0,17-08-2012,0.7036407946323598,0.0,84.79,3.571,0.9450654695277082,6.565
2.0,24-08-2012,0.6849448846329677,0.0,76.91,3.62,0.9463821392030098,6.565
2.0,31-08-2012,0.7105995147071845,0.0,82.64,3.638,0.9476988078898644,6.565
2.0,07-09-2012,0.6929698708280544,0.00032971258418056017,87.65,3.73,0.9490154775651658,6.565
2.0,14-09-2012,0.662324362917918,0.0,75.88,3.717,0.950425754156468,6.565
2.0,21-09-2012,0.6676560183299832,0.0,71.09,3.721,0.9523976732322202,6.565
2.0,28-09-2012,0.6373847106577579,0.0,79.45,3.666,0.9543695923079722,6.565
2.0,05-10-2012,0.7292990304709166,0.0,70.27,3.617,0.9563415113837244,6.17
2.0,12-10-2012,0.6936881259461366,0.0,60.97,3.601,0.9583134304594764,6.17
2.0,19-10-2012,0.6744349793738782,0.0,68.08,3.594,0.9587521170606512,6.17
2.0,26-10-2012,0.6694963741722092,0.0,69.79,3.506,0.9589352654102866,6.17
3.0,05-02-2010,0.1684717221489968,0.0,45.71,2.572,0.8734004481705521,7.368
3.0,12-02-2010,0.1535474854437793,0.00032971258418056017,47.93,2.548,0.8748822329690658,7.368
3.0,19-02-2010,0.1538807741247577,0.0,47.07,2.514,0.8753279751046742,7.368
3.0,26-02-2010,0.1486117852911128,0.0,52.05,2.561,0.875601042474685,7.368
3.0,05-03-2010,0.1515304033541929,0.0,53.04,2.625,0.8758741098446958,7.368
3.0,12-03-2010,0.1402162776136358,0.0,63.08,2.667,0.8761471782031535,7.368
3.0,19-03-2010,0.1369783523302918,0.0,60.42,2.72,0.874440696675292,7.368
3.0,26-03-2010,0.1313655786838452,0.0,57.06,2.732,0.8724042903311183,7.368
3.0,02-04-2010,0.1544837579202958,0.0,65.56,2.719,0.8703678839869445,7.343
3.0,09-04-2010,0.1517742814880441,0.0,68,2.77,0.8683314776427709,7.343
3.0,16-04-2010,0.1295568535698918,0.0,66.98,2.808,0.8669538731774388,7.343
3.0,23-04-2010,0.1240764530796904,0.0,67.87,2.795,0.8664546708877466,7.343
3.0,30-04-2010,0.1318397001989429,0.0,70.24,2.78,0.8659554685980542,7.343
3.0,07-05-2010,0.1457355678050571,0.0,73.47,2.835,0.8654562663083618,7.343
3.0,14-05-2010,0.1402736669296721,0.0,77.18,2.854,0.8654408079862814,7.343
3.0,21-05-2010,0.1254583659124907,0.0,75.81,2.826,0.8683278114929789,7.343
3.0,28-05-2010,0.1277670988638721,0.0,78.6,2.759,0.8712148159881236,7.343
3.0,04-06-2010,0.1448760747518012,0.0,78.53,2.705,0.8741018204832679,7.343
3.0,11-06-2010,0.1295655504691042,0.0,82.1,2.668,0.8769888249784124,7.343
3.0,18-06-2010,0.1328719633775508,0.0,83.52,2.637,0.8769681951018128,7.343
3.0,25-06-2010,0.1304156751042829,0.0,83.79,2.653,0.875784512069584,7.343
